# D_X,D_Y,D_Z,P_X,P_Y,P_Z
-4.998996061140320579e-02,1.538675673715718950e-01,-2.199999999999999872e-02,1.657649847709572377e-04,1.575199011005609384e-01,-1.499999999999999944e-02
3.515137351846565200e-02,-1.277267527498164579e-01,3.200000000000000067e-02,2.925543247508513578e-01,-2.779864987151893785e-01,3.300000000000000155e-02
